Population,Localidad/ubicación,Año,Edad,Sexo,Causa de muerte o lesión,Medir,Valor,Límite inferior,Límite superior
Toda la población,Honduras,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,20517.38278428142,15317.76146429149,25940.935412518764
Toda la población,Honduras,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,21188.05034573111,15903.677232720644,26067.723961432945
Toda la población,Honduras,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,22070.63773391474,16720.081030584763,26990.876015418107
Toda la población,Honduras,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,22986.771031879445,17500.425495297157,28791.757172161168
Toda la población,Honduras,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,23816.926889375616,17938.820533372556,29714.842630693376
Toda la población,Honduras,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,24938.836306211007,19009.25297225885,31023.420075549617
Toda la población,Honduras,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,25973.411172886572,19568.220134541807,32459.47876951231
Toda la población,Honduras,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,26958.78171655873,20259.946409278287,34048.25317851135
Toda la población,Honduras,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,28051.050177228273,21018.087716210975,35312.244616158525
Toda la población,Honduras,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,29089.0603180958,22130.11807161715,36945.18543066924
Toda la población,Honduras,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,30263.062168373264,23193.737111560426,38272.4439155845
Toda la población,Honduras,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,31711.258305316147,24247.608543852548,40396.08750683662
Toda la población,Honduras,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,33173.17013086571,25694.702717430308,42659.15053054519
Toda la población,Honduras,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,34608.6494490031,27330.127586942195,44251.540629054565
Toda la población,Honduras,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,35747.22133069314,28849.570476611138,44899.70544699782
Toda la población,Honduras,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36854.31551429959,29670.187638015464,46876.49644359592
Toda la población,Honduras,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,37944.229357003576,30378.774085512883,48063.346719422494
Toda la población,Honduras,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,39111.44467543899,31327.323814320356,49915.48736537308
Toda la población,Honduras,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,40345.55267331529,32091.327075524772,51786.01441078173
Toda la población,Honduras,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,41899.811429622765,33258.155315669566,53301.85228782668
Toda la población,Honduras,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,44007.7320976121,34863.6380282733,56433.50597946213
Toda la población,Honduras,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,47721.391999134685,37667.783598695685,60708.82213519307
Toda la población,Honduras,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,49316.97525533301,39249.43904325986,62338.59683018827
Toda la población,Honduras,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,51074.852620459664,40980.42512968891,65390.95333408821
Toda la población,Honduras,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,52807.93757913806,42612.634204390684,69041.52892717473
Toda la población,Honduras,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,53870.338318611575,43087.697403794096,70539.30346647826
Toda la población,Honduras,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,55703.740175126564,45092.00567801891,73258.88709418729
Toda la población,Honduras,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,57853.1676066224,46634.344892706875,75488.46067972083
Toda la población,Honduras,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,59925.13057588673,48183.129730062035,77559.75838029271
Toda la población,Honduras,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,58917.10143783188,47936.63986872007,75718.44836946731
Toda la población,Honduras,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,63782.36252739534,51609.612836949156,81079.81476223792
Toda la población,Honduras,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,65155.183876799,52656.25735034194,84275.7280206492
Toda la población,Honduras,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,66828.74180227525,53906.9146482429,85315.08182963668

"Institute for Health Metrics and Evaluation (IHME). Comparación de GBD Data Visualization. Global Burden of Disease (GBD) Study 2023. Seattle, WA: IHME, University of Washington, 2025. Available from https://vizhub.healthdata.org/gbd-compare/. (Accessed 3/2/2026). For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
